Date Published,General Address,Status,Condition,Price Per SQMT,Article ID
2023-10-16,ისანი,ახალი აშენებული,შავი კარკასი,1250.0,3
2023-10-16,ისანი,მშენებარე,თეთრი კარკასი,790.7,9
2023-10-16,ისანი,ძველი აშენებული,ახალი რემონტით,1311.48,3
2023-10-16,ისანი,ძველი აშენებული,გარემონტებული,1250.0,3
2023-10-16,ისანი,ძველი აშენებული,ძველი რემონტით,967.03,3
2023-10-16,ლილოს დასახლება,ძველი აშენებული,ახალი რემონტით,820.0,1
2023-10-16,ლილოს დასახლება,ძველი აშენებული,ძველი რემონტით,533.33,1
2023-10-16,ლისის ტბის დასახლება,ახალი აშენებული,ახალი რემონტით,1493.65,17
2023-10-16,ლისის ტბის დასახლება,ახალი აშენებული,შავი კარკასი,900.0,1
2023-10-16,ლისის ტბის დასახლება,მშენებარე,თეთრი კარკასი,960.78,1
2023-10-16,მთაწმინდა,ახალი აშენებული,ახალი რემონტით,2712.77,7
2023-10-16,მთაწმინდა,მშენებარე,თეთრი კარკასი,2560.0,1
2023-10-16,მთაწმინდა,ძველი აშენებული,ახალი რემონტით,2712.77,3
2023-10-16,მთაწმინდა,ძველი აშენებული,სარემონტო,941.175,2
2023-10-16,თემქა,ძველი აშენებული,მწვანე კარკასი,1118.8,2
2023-10-16,ნუცუბიძის პლატო,ძველი აშენებული,ძველი რემონტით,944.44,7
2023-10-16,ორთაჭალა,ახალი აშენებული,თეთრი კარკასი,1282.61,1
2023-10-16,სამგორი,მშენებარე,მწვანე კარკასი,798.765,2
2023-10-16,სამგორი,ძველი აშენებული,ახალი რემონტით,1125.0,1
2023-10-16,სამგორი,ძველი აშენებული,გარემონტებული,859.0899999999999,6
2023-10-16,სამგორი,ძველი აშენებული,ძველი რემონტით,816.09,9
2023-10-16,სანზონა,ახალი აშენებული,ახალი რემონტით,1220.54,12
2023-10-16,სანზონა,ახალი აშენებული,თეთრი კარკასი,1185.48,1
2023-10-16,სანზონა,ახალი აშენებული,მიმდინარე რემონტი,1100.0,1
2023-10-16,სანზონა,მშენებარე,თეთრი კარკასი,807.69,1
2023-10-16,სანზონა,ძველი აშენებული,ახალი რემონტით,1223.06,4
2023-10-16,სანზონა,ძველი აშენებული,ძველი რემონტით,823.53,1
2023-10-16,სოლოლაკი,ახალი აშენებული,ახალი რემონტით,1791.67,3
2023-10-16,სოლოლაკი,ძველი აშენებული,ახალი რემონტით,2462.69,1
2023-10-16,სოლოლაკი,ძველი აშენებული,გარემონტებული,2154.04,3
2023-10-16,სოლოლაკი,ძველი აშენებული,ძველი რემონტით,1495.24,1
2023-10-16,ფონიჭალა,ახალი აშენებული,ახალი რემონტით,680.0,1
2023-10-16,ფონიჭალა,ძველი აშენებული,ახალი რემონტით,678.57,1
2023-10-16,ჩუღურეთი,ახალი აშენებული,ახალი რემონტით,1572.225,4
2023-10-16,ჩუღურეთი,ძველი აშენებული,ახალი რემონტით,1000.0,11
2023-10-16,ჩუღურეთი,ძველი აშენებული,გარემონტებული,1293.1,1
2023-10-16,ჩუღურეთი,ძველი აშენებული,სარემონტო,1454.74,3
2023-10-16,ჩუღურეთი,ძველი აშენებული,ძველი რემონტით,1188.635,6
2023-10-16,სამგორი,ახალი აშენებული,მწვანე კარკასი,851.3,6
2023-10-16,ორთაჭალა,ახალი აშენებული,ახალი რემონტით,1688.52,37
2023-10-16,სამგორი,ახალი აშენებული,ახალი რემონტით,1158.9450000000002,18
2023-10-16,საბურთალო,ძველი აშენებული,სარემონტო,1666.67,1
2023-10-16,ორთაჭალა,ახალი აშენებული,მიმდინარე რემონტი,1247.31,1
2023-10-16,ორთაჭალა,ახალი აშენებული,მწვანე კარკასი,1608.39,2
2023-10-16,ორთაჭალა,ახალი აშენებული,შავი კარკასი,1199.67,4
2023-10-16,ორთაჭალა,მშენებარე,თეთრი კარკასი,1180.8,1
2023-10-16,ორთაჭალა,ძველი აშენებული,ახალი რემონტით,1445.78,1
2023-10-16,ორთაჭალა,ძველი აშენებული,გარემონტებული,1296.3,3
2023-10-16,ორთაჭალა,ძველი აშენებული,სარემონტო,1090.91,1
2023-10-16,ორთაჭალა,ძველი აშენებული,ძველი რემონტით,1358.975,2
2023-10-16,ორხევი,ახალი აშენებული,მწვანე კარკასი,692.31,1
2023-10-16,საბურთალო,ახალი აშენებული,ახალი რემონტით,1752.66,186
2023-10-16,საბურთალო,ახალი აშენებული,გარემონტებული,1320.0,9
2023-10-16,საბურთალო,ახალი აშენებული,თეთრი კარკასი,1511.63,7
2023-10-16,საბურთალო,ახალი აშენებული,მწვანე კარკასი,1501.18,19
2023-10-16,საბურთალო,ახალი აშენებული,შავი კარკასი,3500.0,13
2023-10-16,საბურთალო,ახალი აშენებული,ძველი რემონტით,1298.395,4
2023-10-16,საბურთალო,მშენებარე,ახალი რემონტით,1625.94,2
2023-10-16,საბურთალო,მშენებარე,თეთრი კარკასი,1166.13,3
2023-10-16,საბურთალო,მშენებარე,მწვანე კარკასი,2115.38,1
2023-10-16,საბურთალო,ძველი აშენებული,ახალი რემონტით,1404.76,43
2023-10-16,საბურთალო,ძველი აშენებული,გარემონტებული,1320.0,13
2023-10-16,საბურთალო,ძველი აშენებული,მწვანე კარკასი,2488.605,2
2023-10-16,საბურთალო,ძველი აშენებული,ძველი რემონტით,1312.96,18
2023-10-16,თემქა,ძველი აშენებული,გარემონტებული,919.54,1
2023-10-16,თემქა,ახალი აშენებული,ახალი რემონტით,1100.0,3
2023-10-16,ავლაბარი,ახალი აშენებული,თეთრი კარკასი,1412.43,1
2023-10-16,ვარკეთილი,ახალი აშენებული,გარემონტებული,1012.405,2
2023-10-16,ვარკეთილი,ახალი აშენებული,ახალი რემონტით,1171.565,30
2023-10-16,ვაჟა-ფშაველა,ძველი აშენებული,ძველი რემონტით,1339.29,7
2023-10-16,ვაჟა-ფშაველა,ძველი აშენებული,სარემონტო,1465.52,1
2023-10-16,ვაჟა-ფშაველა,ძველი აშენებული,გარემონტებული,1294.12,3
2023-10-16,ვაჟა-ფშაველა,ძველი აშენებული,ახალი რემონტით,1358.2,4
2023-10-16,ვაჟა-ფშაველა,ახალი აშენებული,მწვანე კარკასი,1585.01,2
2023-10-16,ვაჟა-ფშაველა,ახალი აშენებული,გარემონტებული,2041.96,2
2023-10-16,ვაჟა-ფშაველა,ახალი აშენებული,ახალი რემონტით,1850.595,14
2023-10-16,ვაკე,ძველი აშენებული,ძველი რემონტით,1750.0,11
2023-10-16,ვაკე,ძველი აშენებული,სარემონტო,1807.23,3
2023-10-16,ვაკე,ძველი აშენებული,მიმდინარე რემონტი,3218.75,1
2023-10-16,ვაკე,ძველი აშენებული,გარემონტებული,1726.84,5
2023-10-16,ვაკე,ძველი აშენებული,ახალი რემონტით,2159.09,13
2023-10-16,ვაკე,ახალი აშენებული,შავი კარკასი,1455.985,4
2023-10-16,ვაკე,ახალი აშენებული,მწვანე კარკასი,2155.17,3
2023-10-16,ვაკე,ახალი აშენებული,თეთრი კარკასი,1621.4499999999998,4
2023-10-16,ვაკე,ახალი აშენებული,გარემონტებული,2523.635,4
2023-10-16,ვაკე,ახალი აშენებული,ახალი რემონტით,2244.32,61
2023-10-16,ვაზისუბანი,ძველი აშენებული,ძველი რემონტით,758.62,5
2023-10-16,ვაზისუბანი,ძველი აშენებული,სარემონტო,728.625,2
2023-10-16,ვარკეთილი,ახალი აშენებული,მიმდინარე რემონტი,783.02,1
2023-10-16,ვაზისუბანი,ძველი აშენებული,ახალი რემონტით,1387.5749999999998,2
2023-10-16,ვარკეთილი,ახალი აშენებული,მწვანე კარკასი,1071.7,1
2023-10-16,ვარკეთილი,მშენებარე,მწვანე კარკასი,897.62,1
2023-10-16,ავლაბარი,ახალი აშენებული,ახალი რემონტით,1900.0,3
2023-10-16,ზაჰესი,ახალი აშენებული,ახალი რემონტით,980.65,1
2023-10-16,ვეძისი,ძველი აშენებული,მიმდინარე რემონტი,609.38,1
2023-10-16,ვეძისი,ძველი აშენებული,გარემონტებული,1101.69,1
2023-10-16,ვეძისი,ახალი აშენებული,ახალი რემონტით,1928.57,3
2023-10-16,ვერა,ძველი აშენებული,ძველი რემონტით,1614.04,1
2023-10-16,ვერა,ძველი აშენებული,გარემონტებული,1958.515,2
2023-10-16,ვერა,ძველი აშენებული,ახალი რემონტით,2095.81,5
2023-10-16,ვერა,ახალი აშენებული,შავი კარკასი,3049.65,1
2023-10-16,ვერა,ახალი აშენებული,მწვანე კარკასი,2500.0,1
2023-10-16,ვერა,ახალი აშენებული,გარემონტებული,1058.82,1
2023-10-16,ვერა,ახალი აშენებული,ახალი რემონტით,2741.94,11
2023-10-16,ვაშლიჯვარი,ძველი აშენებული,ძველი რემონტით,900.0,1
2023-10-16,ვაშლიჯვარი,მშენებარე,თეთრი კარკასი,1050.0,1
2023-10-16,ვაშლიჯვარი,ახალი აშენებული,მწვანე კარკასი,993.38,1
2023-10-16,ვაშლიჯვარი,ახალი აშენებული,თეთრი კარკასი,1050.0,3
2023-10-16,ვაშლიჯვარი,ახალი აშენებული,ახალი რემონტით,1458.735,10
2023-10-16,ვარკეთილი,ძველი აშენებული,ძველი რემონტით,740.0,7
2023-10-16,ვარკეთილი,ძველი აშენებული,მიმდინარე რემონტი,833.33,1
2023-10-16,ვარკეთილი,ძველი აშენებული,გარემონტებული,1048.39,3
2023-10-16,ვარკეთილი,ძველი აშენებული,ახალი რემონტით,1031.25,11
2023-10-16,ვარკეთილი,ახალი აშენებული,შავი კარკასი,900.0,6
2023-10-16,ვაზისუბანი,ახალი აშენებული,მწვანე კარკასი,1000.0,1
2023-10-16,ვარკეთილი,ძველი აშენებული,სარემონტო,746.67,3
2023-10-16,დიღომი,ძველი აშენებული,ახალი რემონტით,874.025,2
2023-10-16,დიდი დიღომი,მშენებარე,შავი კარკასი,851.06,3
2023-10-16,დიდი დიღომი,მშენებარე,მწვანე კარკასი,1015.62,1
2023-10-16,დიდი დიღომი,მშენებარე,თეთრი კარკასი,649.6949999999999,4
2023-10-16,დიდი დიღომი,ახალი აშენებული,შავი კარკასი,804.06,2
2023-10-16,დიდი დიღომი,ახალი აშენებული,მწვანე კარკასი,887.085,14
2023-10-16,დიდი დიღომი,ახალი აშენებული,მიმდინარე რემონტი,660.38,1
2023-10-16,დიდი დიღომი,ახალი აშენებული,თეთრი კარკასი,823.17,11
2023-10-16,დიდი დიღომი,ახალი აშენებული,გარემონტებული,1277.78,3
2023-10-16,დიდი დიღომი,ახალი აშენებული,ახალი რემონტით,1230.77,141
2023-10-16,გლდანი,ძველი აშენებული,ძველი რემონტით,941.825,16
2023-10-16,გლდანი,ძველი აშენებული,გარემონტებული,953.49,3
2023-10-16,გლდანი,მშენებარე,თეთრი კარკასი,846.56,1
2023-10-16,გლდანი,ახალი აშენებული,მწვანე კარკასი,980.11,3
2023-10-16,გლდანი,ახალი აშენებული,მიმდინარე რემონტი,1102.38,2
2023-10-16,გლდანი,ახალი აშენებული,გარემონტებული,943.4,1
2023-10-16,გლდანი,ახალი აშენებული,ახალი რემონტით,1244.9,29
2023-10-16,ბაგები,ახალი აშენებული,ახალი რემონტით,1965.52,3
2023-10-16,აფრიკის დასახლება,ძველი აშენებული,ძველი რემონტით,625.0,1
2023-10-16,აფრიკის დასახლება,ძველი აშენებული,ახალი რემონტით,733.33,1
2023-10-16,ავლაბარი,ძველი აშენებული,ახალი რემონტით,1290.6,4
2023-10-16,ვაზისუბანი,ახალი აშენებული,ახალი რემონტით,1209.6950000000002,12
2023-10-16,დიდი დიღომი,ძველი აშენებული,ახალი რემონტით,1083.33,7
2023-10-16,დიდი დიღომი,ძველი აშენებული,გარემონტებული,720.0,1
2023-10-16,გლდანი,ძველი აშენებული,ახალი რემონტით,1132.35,9
2023-10-16,დიდუბე,ახალი აშენებული,ახალი რემონტით,1451.125,32
2023-10-16,დიღომი,მშენებარე,ახალი რემონტით,886.49,1
2023-10-16,დიდი დიღომი,ძველი აშენებული,ძველი რემონტით,963.64,3
2023-10-16,დიღომი,ახალი აშენებული,მწვანე კარკასი,833.33,1
2023-10-16,დიღომი,ახალი აშენებული,გარემონტებული,1385.21,1
2023-10-16,დიღომი,ახალი აშენებული,ახალი რემონტით,1208.33,3
2023-10-16,დიღმის მასივი,ძველი აშენებული,ძველი რემონტით,936.36,4
2023-10-16,დიღმის მასივი,ძველი აშენებული,სარემონტო,766.67,5
2023-10-16,დიღმის მასივი,ძველი აშენებული,ახალი რემონტით,1058.23,8
2023-10-16,დიღმის მასივი,მშენებარე,მწვანე კარკასი,1052.63,1
2023-10-16,დიღმის მასივი,ახალი აშენებული,თეთრი კარკასი,900.0,3
2023-10-16,დიღმის მასივი,ახალი აშენებული,გარემონტებული,1079.25,4
2023-10-16,დიღმის მასივი,ძველი აშენებული,გარემონტებული,859.0649999999999,2
2023-10-16,დიდუბე,ძველი აშენებული,ძველი რემონტით,1093.33,7
2023-10-16,დიდუბე,ძველი აშენებული,გარემონტებული,1145.09,2
2023-10-16,დიდუბე,ძველი აშენებული,ახალი რემონტით,1261.515,8
2023-10-16,დიდუბე,მშენებარე,შავი კარკასი,903.23,1
2023-10-16,დიდუბე,მშენებარე,მწვანე კარკასი,1151.22,1
2023-10-16,დიდუბე,მშენებარე,თეთრი კარკასი,1049.72,1
2023-10-16,დიდუბე,ახალი აშენებული,შავი კარკასი,1258.14,6
2023-10-16,დიდუბე,ახალი აშენებული,მწვანე კარკასი,1301.08,1
2023-10-16,დიღმის მასივი,ახალი აშენებული,ახალი რემონტით,1252.01,35
2023-10-16,დიდუბე,ახალი აშენებული,თეთრი კარკასი,1250.0,14
2023-10-16,დიდუბე,ახალი აშენებული,გარემონტებული,1176.47,1
2023-10-17,ნავთლუღი,ძველი აშენებული,ძველი რემონტით,977.545,2
2023-10-17,ნავთლუღი,ძველი აშენებული,გარემონტებული,888.89,1
2023-10-17,ნავთლუღი,ძველი აშენებული,ახალი რემონტით,852.94,1
2023-10-17,ნავთლუღი,ახალი აშენებული,შავი კარკასი,1145.83,1
2023-10-17,ნავთლუღი,ახალი აშენებული,მწვანე კარკასი,777.4449999999999,2
2023-10-17,მუხიანი,ძველი აშენებული,გარემონტებული,901.21,2
2023-10-17,ნავთლუღი,ახალი აშენებული,ახალი რემონტით,1324.32,11
2023-10-17,მუხიანი,ძველი აშენებული,ძველი რემონტით,971.43,5
2023-10-17,მუხიანი,მშენებარე,მიმდინარე რემონტი,1100.0,1
2023-10-17,მუხიანი,ახალი აშენებული,მწვანე კარკასი,1096.49,3
2023-10-17,ნაძალადევი,ახალი აშენებული,ახალი რემონტით,1418.18,31
2023-10-17,მუხიანი,მშენებარე,თეთრი კარკასი,900.0,1
2023-10-17,ნავთლუღი,ახალი აშენებული,თეთრი კარკასი,799.83,1
2023-10-17,ნაძალადევი,ახალი აშენებული,თეთრი კარკასი,1216.0,7
2023-10-17,ნუცუბიძის პლატო,ახალი აშენებული,მიმდინარე რემონტი,1476.01,3
2023-10-17,ნაძალადევი,ახალი აშენებული,სარემონტო,987.5,1
2023-10-17,ნაძალადევი,ახალი აშენებული,შავი კარკასი,1189.695,2
2023-10-17,ნაძალადევი,ძველი აშენებული,ახალი რემონტით,1076.92,3
2023-10-17,ნაძალადევი,ძველი აშენებული,გარემონტებული,1140.0,1
2023-10-17,ნაძალადევი,ძველი აშენებული,მიმდინარე რემონტი,916.67,1
2023-10-17,ნაძალადევი,ძველი აშენებული,სარემონტო,871.21,4
2023-10-17,ნაძალადევი,ძველი აშენებული,ძველი რემონტით,925.0,4
2023-10-17,ნუცუბიძის პლატო,ახალი აშენებული,ახალი რემონტით,1474.645,42
2023-10-17,ნუცუბიძის პლატო,ახალი აშენებული,თეთრი კარკასი,1244.06,2
2023-10-17,ნუცუბიძის პლატო,ახალი აშენებული,მწვანე კარკასი,1180.18,6
2023-10-17,ნუცუბიძის პლატო,ახალი აშენებული,შავი კარკასი,1170.21,2
2023-10-17,მუხიანი,ახალი აშენებული,მიმდინარე რემონტი,1110.59,6
2023-10-17,ნუცუბიძის პლატო,მშენებარე,თეთრი კარკასი,952.38,1
2023-10-17,ნაძალადევი,ახალი აშენებული,მიმდინარე რემონტი,1028.47,2
2023-10-17,მუხიანი,ახალი აშენებული,თეთრი კარკასი,1223.63,1
2023-10-17,თემქა,ძველი აშენებული,გარემონტებული,979.02,1
2023-10-17,მუხიანი,ახალი აშენებული,ახალი რემონტით,1302.54,18
2023-10-17,ნუცუბიძის პლატო,ძველი აშენებული,ახალი რემონტით,1150.0,5
2023-10-17,ვერა,ძველი აშენებული,ძველი რემონტით,1937.345,4
2023-10-17,ვეძისი,ახალი აშენებული,ახალი რემონტით,1700.395,8
2023-10-17,ზაჰესი,ახალი აშენებული,ახალი რემონტით,1292.5749999999998,2
2023-10-17,თემქა,ახალი აშენებული,ახალი რემონტით,1136.825,18
2023-10-17,თემქა,ახალი აშენებული,მიმდინარე რემონტი,1107.69,1
2023-10-17,თემქა,ძველი აშენებული,ახალი რემონტით,1043.48,12
2023-10-17,თემქა,ძველი აშენებული,ძველი რემონტით,925.2,12
2023-10-17,ისანი,ახალი აშენებული,ახალი რემონტით,1310.61,81
2023-10-17,ისანი,ახალი აშენებული,გარემონტებული,1495.67,2
2023-10-17,ისანი,ახალი აშენებული,თეთრი კარკასი,1185.48,6
2023-10-17,ისანი,ახალი აშენებული,მიმდინარე რემონტი,1577.78,3
2023-10-17,ისანი,ახალი აშენებული,მწვანე კარკასი,1273.425,2
2023-10-17,მუხიანი,ახალი აშენებული,გარემონტებული,1030.88,1
2023-10-17,ისანი,მშენებარე,გარემონტებული,1111.11,1
2023-10-17,ისანი,ძველი აშენებული,გარემონტებული,1377.78,3
2023-10-17,ისანი,ძველი აშენებული,თეთრი კარკასი,1470.59,1
2023-10-17,ისანი,ძველი აშენებული,მწვანე კარკასი,1311.48,3
2023-10-17,ისანი,ძველი აშენებული,ძველი რემონტით,878.85,4
2023-10-17,ლილოს დასახლება,ძველი აშენებული,გარემონტებული,731.34,1
2023-10-17,ლისის ტბის დასახლება,ახალი აშენებული,ახალი რემონტით,1558.44,19
2023-10-17,ლისის ტბის დასახლება,ახალი აშენებული,თეთრი კარკასი,1243.84,4
2023-10-17,ლისის ტბის დასახლება,ახალი აშენებული,მწვანე კარკასი,1049.8,6
2023-10-17,ლისის ტბის დასახლება,მშენებარე,თეთრი კარკასი,1125.47,2
2023-10-17,მთაწმინდა,ახალი აშენებული,ახალი რემონტით,2300.0,11
2023-10-17,მთაწმინდა,ძველი აშენებული,ახალი რემონტით,2625.0,7
2023-10-17,მთაწმინდა,ძველი აშენებული,გარემონტებული,1520.735,4
2023-10-17,მთაწმინდა,ძველი აშენებული,ძველი რემონტით,1947.84,8
2023-10-17,ისანი,მშენებარე,თეთრი კარკასი,1205.605,2
2023-10-17,ნუცუბიძის პლატო,ძველი აშენებული,გარემონტებული,818.18,3
2023-10-17,სოლოლაკი,ძველი აშენებული,ახალი რემონტით,2000.0,13
2023-10-17,ნუცუბიძის პლატო,ძველი აშენებული,ძველი რემონტით,986.84,10
2023-10-17,სამგორი,ძველი აშენებული,მიმდინარე რემონტი,671.64,3
2023-10-17,სამგორი,ძველი აშენებული,ძველი რემონტით,990.0,4
2023-10-17,სანზონა,ახალი აშენებული,ახალი რემონტით,1338.69,10
2023-10-17,სანზონა,ახალი აშენებული,გარემონტებული,1319.44,1
2023-10-17,სანზონა,ახალი აშენებული,თეთრი კარკასი,956.52,2
2023-10-17,სანზონა,ახალი აშენებული,მიმდინარე რემონტი,944.44,1
2023-10-17,სანზონა,ახალი აშენებული,მწვანე კარკასი,1116.56,2
2023-10-17,სანზონა,ახალი აშენებული,სარემონტო,1081.46,1
2023-10-17,სანზონა,ახალი აშენებული,შავი კარკასი,1060.61,1
2023-10-17,სანზონა,ძველი აშენებული,ახალი რემონტით,1073.17,3
2023-10-17,სანზონა,ძველი აშენებული,გარემონტებული,913.465,2
2023-10-17,სანზონა,ძველი აშენებული,თეთრი კარკასი,744.9,1
2023-10-17,სანზონა,ძველი აშენებული,ძველი რემონტით,1000.0,3
2023-10-17,სამგორი,ძველი აშენებული,გარემონტებული,1028.46,2
2023-10-17,სოლოლაკი,ახალი აშენებული,ახალი რემონტით,1948.05,5
2023-10-17,სოლოლაკი,ძველი აშენებული,გარემონტებული,2021.615,2
2023-10-17,სოლოლაკი,ძველი აშენებული,ძველი რემონტით,1740.95,5
2023-10-17,სოფელი დიღომი,ახალი აშენებული,ახალი რემონტით,1102.5549999999998,2
2023-10-17,სოფელი დიღომი,ძველი აშენებული,ახალი რემონტით,973.33,1
2023-10-17,სოფელი დიღომი,ძველი აშენებული,სარემონტო,1373.63,1
2023-10-17,ჩუღურეთი,ახალი აშენებული,ახალი რემონტით,1721.65,4
2023-10-17,ჩუღურეთი,ახალი აშენებული,თეთრი კარკასი,1370.75,2
2023-10-17,ჩუღურეთი,ძველი აშენებული,ახალი რემონტით,1410.96,11
2023-10-17,ჩუღურეთი,ძველი აშენებული,გარემონტებული,1250.0,7
2023-10-17,ჩუღურეთი,ძველი აშენებული,მწვანე კარკასი,885.71,1
2023-10-17,ჩუღურეთი,ძველი აშენებული,სარემონტო,1370.92,2
2023-10-17,ჩუღურეთი,ძველი აშენებული,შავი კარკასი,1226.87,1
2023-10-17,ჩუღურეთი,ძველი აშენებული,ძველი რემონტით,1209.68,9
2023-10-17,ვერა,ძველი აშენებული,გარემონტებული,1881.66,4
2023-10-17,ნუცუბიძის პლატო,ძველი აშენებული,სარემონტო,931.24,1
2023-10-17,სამგორი,ძველი აშენებული,ახალი რემონტით,863.49,2
2023-10-17,სამგორი,ახალი აშენებული,თეთრი კარკასი,866.755,6
2023-10-17,ორთაჭალა,ახალი აშენებული,ახალი რემონტით,1454.01,34
2023-10-17,ორთაჭალა,ახალი აშენებული,გარემონტებული,1270.06,2
2023-10-17,ორთაჭალა,ახალი აშენებული,თეთრი კარკასი,1142.86,14
2023-10-17,ორთაჭალა,ახალი აშენებული,მიმდინარე რემონტი,1200.0,1
2023-10-17,ორთაჭალა,ახალი აშენებული,მწვანე კარკასი,1885.705,2
2023-10-17,ორთაჭალა,ახალი აშენებული,შავი კარკასი,1590.91,3
2023-10-17,ორთაჭალა,მშენებარე,ახალი რემონტით,3160.87,1
2023-10-17,ორთაჭალა,მშენებარე,მიმდინარე რემონტი,1149.09,1
2023-10-17,ორთაჭალა,მშენებარე,მწვანე კარკასი,1279.81,3
2023-10-17,ორთაჭალა,ძველი აშენებული,ახალი რემონტით,1038.015,2
2023-10-17,ორთაჭალა,ძველი აშენებული,გარემონტებული,1808.51,1
2023-10-17,ორთაჭალა,ძველი აშენებული,სარემონტო,798.075,4
2023-10-17,ორთაჭალა,ძველი აშენებული,ძველი რემონტით,1033.33,3
2023-10-17,სამგორი,ახალი აშენებული,მწვანე კარკასი,856.01,2
2023-10-17,საბურთალო,ახალი აშენებული,ახალი რემონტით,1746.565,274
2023-10-17,საბურთალო,ახალი აშენებული,თეთრი კარკასი,1449.66,23
2023-10-17,საბურთალო,ახალი აშენებული,მიმდინარე რემონტი,1800.0,3
2023-10-17,საბურთალო,ახალი აშენებული,მწვანე კარკასი,1390.155,18
2023-10-17,საბურთალო,ახალი აშენებული,სარემონტო,1201.925,2
2023-10-17,საბურთალო,ახალი აშენებული,შავი კარკასი,3288.485,14
2023-10-17,საბურთალო,ახალი აშენებული,ძველი რემონტით,1469.0,2
2023-10-17,საბურთალო,მშენებარე,თეთრი კარკასი,1548.67,9
2023-10-17,საბურთალო,მშენებარე,მწვანე კარკასი,2495.725,2
2023-10-17,საბურთალო,ძველი აშენებული,ახალი რემონტით,1627.91,67
2023-10-17,საბურთალო,ძველი აშენებული,გარემონტებული,1360.0,11
2023-10-17,საბურთალო,ძველი აშენებული,სარემონტო,1261.89,6
2023-10-17,საბურთალო,ძველი აშენებული,ძველი რემონტით,1218.585,34
2023-10-17,სამგორი,ახალი აშენებული,ახალი რემონტით,1212.12,21
2023-10-17,საბურთალო,ახალი აშენებული,გარემონტებული,1581.64,10
2023-10-17,ვერა,ძველი აშენებული,ახალი რემონტით,1860.47,13
2023-10-17,ისანი,ძველი აშენებული,ახალი რემონტით,1190.28,8
2023-10-17,ვერა,ახალი აშენებული,შავი კარკასი,1703.7,3
2023-10-17,დიდი დიღომი,ახალი აშენებული,მწვანე კარკასი,900.0,22
2023-10-17,დიდი დიღომი,ახალი აშენებული,შავი კარკასი,783.78,11
2023-10-17,დიდი დიღომი,ახალი აშენებული,ძველი რემონტით,1196.59,2
2023-10-17,დიდი დიღომი,მშენებარე,მიმდინარე რემონტი,1040.0,1
2023-10-17,დიდი დიღომი,მშენებარე,შავი კარკასი,695.65,3
2023-10-17,დიდი დიღომი,ძველი აშენებული,ახალი რემონტით,1083.33,3
2023-10-17,დიდი დიღომი,ძველი აშენებული,გარემონტებული,1028.57,1
